34533000000.0,44659000000.0,2353000000.0,9222000000.0,12971000000.0,-9760000000.0,-500000000.0,7070000000.0,-3316000000.0,1874000000.0,15400000000.0,32136000000.0,176.419998,190.539993,235.639999,178.050003,146.820007,164.059998,321.859985,249.919998,268.769989,225.240005,201.020004,205.429993,174.789993
26652000000.0,36500000000.0,2853000000.0,7244000000.0,13709000000.0,-2912000000.0,-200000000.0,6439000000.0,-3193000000.0,1816000000.0,16110000000.0,32765000000.0,190.539993,235.639999,178.050003,146.820007,164.059998,138.130005,249.919998,268.769989,225.240005,201.020004,205.429993,182.919998,174.789993
26365000000.0,37987000000.0,3053000000.0,7687000000.0,14277000000.0,-1886000000.0,655000000.0,6240000000.0,-2803000000.0,1862000000.0,15688000000.0,31657000000.0,235.639999,178.050003,146.820007,164.059998,138.130005,94.779999,268.769989,225.240005,201.020004,205.429993,182.919998,146.059998,174.789993
1391200000.0,3058000000.0,374000000.0,766500000.0,1500400000.0,782400000.0,114300000.0,456200000.0,-149200000.0,0,1180700000.0,2992700000.0,47.639999,42.700001,61.529999,47.5,37.59,28.004999,321.859985,249.919998,268.769989,225.240005,201.020004,205.429993,54.82
1354500000.0,3071500000.0,259700000.0,785300000.0,1638500000.0,910900000.0,-86900000.0,448900000.0,-130100000.0,0,1305500000.0,3187900000.0,42.700001,61.529999,47.5,37.59,28.004999,26.66,249.919998,268.769989,225.240005,201.020004,205.429993,182.919998,54.82
1552500000.0,3197400000.0,346600000.0,793800000.0,1766900000.0,819500000.0,16200000.0,326400000.0,-96900000.0,0,1232400000.0,2996700000.0,61.529999,47.5,37.59,28.004999,26.66,16.1525,268.769989,225.240005,201.020004,205.429993,182.919998,146.059998,54.82
36586000000.0,67887000000.0,3860000000.0,10863000000.0,15667000000.0,-9132000000.0,16000000.0,6136000000.0,-2270000000.0,2412000000.0,18689000000.0,31904000000.0,86.860001,72.330002,58.790001,39.049999,42.93,44.900002,321.859985,249.919998,268.769989,225.240005,201.020004,205.429993,109.489998
36451000000.0,67173000000.0,3844000000.0,9012000000.0,14632000000.0,-11672000000.0,-5563000000.0,6300000000.0,-1974000000.0,2298000000.0,17882000000.0,30578000000.0,72.330002,58.790001,39.049999,42.93,44.900002,38.23,249.919998,268.769989,225.240005,201.020004,205.429993,182.919998,109.489998
45152000000.0,76250000000.0,9407000000.0,8912000000.0,20147000000.0,-14596000000.0,-9213000000.0,5570000000.0,-1849000000.0,2183000000.0,15900000000.0,27390000000.0,58.790001,39.049999,42.93,44.900002,38.23,32.049999,268.769989,225.240005,201.020004,205.429993,182.919998,146.059998,109.489998
97287000000.0,89115000000.0,39924000000.0,15585000000.0,49519000000.0,-42425000000.0,32635000000.0,13324000000.0,-6366000000.0,5377000000.0,25827000000.0,33266000000.0,88.540001,92.190002,98.410004,62.41,57.610001,65.889999,321.859985,249.919998,268.769989,225.240005,201.020004,205.429993,107.150002
67798000000.0,59352000000.0,7289000000.0,17239000000.0,16945000000.0,-45342000000.0,-2014000000.0,13427000000.0,-5580000000.0,5259000000.0,25035000000.0,32753000000.0,92.190002,98.410004,62.41,57.610001,65.889999,51.98,249.919998,268.769989,225.240005,201.020004,205.429993,182.919998,107.150002
65689000000.0,70786000000.0,9303000000.0,16641000000.0,21223000000.0,-38247000000.0,4203000000.0,9960000000.0,-4107000000.0,5007000000.0,21528000000.0,28216000000.0,98.410004,62.41,57.610001,65.889999,51.98,35.119999,268.769989,225.240005,201.020004,205.429993,182.919998,146.059998,107.150002
19579420000.0,37078593000.0,8415330000.0,12662590000.0,17749756000.0,9290716000.0,2288477000.0,8215152000.0,-2035198000.0,0,13976158000.0,44327039000.0,239.929993,195.75,169.5,130.100006,115.059998,94.43,349.309998,290.73999,289.809998,247.839996,217.389999,195.410004,336.559998
14962189000.0,29789880000.0,6126853000.0,11061896000.0,15450601000.0,8203458000.0,1065493000.0,6626953000.0,-1861725000.0,0,13314688000.0,43215013000.0,195.75,169.070007,130.759995,115.0,92.290001,81.120003,290.73999,290.309998,247.490005,217.380005,191.770004,200.610001,336.559998
13724495000.0,24449083000.0,5061360000.0,10151751000.0,13585559000.0,4981741000.0,934500000.0,6026691000.0,-1671072000.0,0,12493364000.0,40992534000.0,169.070007,130.759995,115.0,92.290001,81.120003,73.080002,290.309998,247.490005,217.380005,191.770004,200.610001,164.389999,336.559998
7040000000.0,19845000000.0,5794000000.0,2915000000.0,7292000000.0,2456000000.0,1569000000.0,1831000000.0,-283000000.0,998000000.0,4400000000.0,6489000000.0,59.419998,46.57,64.309998,36.639999,37.619999,20.129999,321.859985,249.919998,268.769989,225.240005,201.020004,205.429993,92.849998
6498000000.0,17890000000.0,4225000000.0,2642000000.0,6106000000.0,830000000.0,-491000000.0,1790000000.0,-259000000.0,1101000000.0,4983000000.0,7500000000.0,46.57,64.309998,36.639999,37.619999,20.129999,18.07,249.919998,268.769989,225.240005,201.020004,205.429993,182.919998,92.849998
9206000000.0,18668000000.0,4713000000.0,3663000000.0,6520000000.0,-1493000000.0,1458000000.0,2213000000.0,-226000000.0,1069000000.0,4516000000.0,7017000000.0,64.309998,36.639999,37.619999,20.129999,18.07,10.95,268.769989,225.240005,201.020004,205.429993,182.919998,146.059998,92.849998
24714000000.0,43997000000.0,852000000.0,13734000000.0,21347000000.0,13732000000.0,-853000000.0,-5452000000.0,-789000000.0,0,4147000000.0,64656000000.0,46.349998,40.970001,40.09,46.189999,35.84,52.02,321.859985,249.919998,268.769989,225.240005,201.020004,205.429993,50.41
21788000000.0,40833000000.0,1997000000.0,11776000000.0,20588000000.0,14940000000.0,1985000000.0,-4784000000.0,-758000000.0,0,4181000000.0,64341000000.0,40.970001,40.09,46.189999,35.84,52.02,42.990002,249.919998,268.769989,225.240005,201.020004,205.429993,182.919998,50.41
21588000000.0,39963000000.0,804000000.0,12570000000.0,19925000000.0,14395000000.0,297000000.0,-5966000000.0,-730000000.0,0,3518000000.0,60828000000.0,40.09,46.189999,35.84,52.02,42.990002,28.67,268.769989,225.240005,201.020004,205.429993,182.919998,146.059998,50.41
7699444000.0,11248525000.0,418665000.0,4477702000.0,5695543000.0,1847085000.0,-477862000.0,866909000.0,-17185000.0,0,4271101000.0,9709003000.0,159.119995,155.460007,99.709999,170.419998,152.199997,161.220001,321.079987,247.75,267.869995,224.399994,207.399994,208.720001,157.339996
5489835000.0,9040648000.0,896527000.0,3885950000.0,6082454000.0,2009983000.0,349590000.0,811028000.0,-17819000.0,0,4219413000.0,9580554000.0,157.460007,99.690002,170.279999,151.399994,160.029999,109.629997,249.919998,266.859985,224.350006,205.929993,207.600006,183.820007,157.339996
5067105000.0,8482301000.0,546937000.0,3480097000.0,5426892000.0,1823229000.0,411759000.0,600805000.0,-17854000.0,0,4085049000.0,9373784000.0,106.089996,169.119995,150.509995,159.279999,110.68,72.349998,268.769989,223.529999,203.869995,205.539993,184.690002,142.410004,157.339996
